590798.8698236507,6136664.097660125,1556874351.16
590747.7561265046,6136590.687793044,1556874369.16
590752.0551312055,6136597.455439843,1556874371.16
590756.4456689304,6136599.772152544,1556874372.16
590759.6144608803,6136599.837329164,1556874374.16
590760.7675387999,6136605.427073493,1556874376.16
590760.7217632387,6136607.652542724,1556874377.16
590760.0422307192,6136609.864976287,1556874379.16
590759.3626988268,6136612.077409955,1556874380.16
590758.6831675619,6136614.289843727,1556874382.16
590759.3169238718,6136614.302879211,1556874383.16
590758.6831675619,6136614.289843727,1556874385.16
590759.9506801807,6136614.3159147855,1556874386.16
590759.927792539,6136615.428649417,1556874388.16
590760.561548687,6136615.4416850805,1556874389.16
590761.1953048339,6136615.454720836,1556874391.16
590761.1724168698,6136616.567455463,1556874392.16
590761.8061728559,6136616.580491308,1556874394.16
590761.1724168698,6136616.567455463,1556874395.16
590761.1495289028,6136617.680190091,1556874397.16
590760.4928852657,6136618.7798889745,1556874400.16
590759.8362419446,6136619.87958795,1556874401.16
590759.2024864351,6136619.866552383,1556874409.16
590758.5687309244,6136619.853516909,1556874411.16
590757.8892010582,6136622.065950813,1556874412.16
590757.2554458654,6136622.052915522,1556874414.16
590756.553030078,6136625.378084279,1556874417.16
590755.1939744278,6136629.802952807,1556874418.16
590755.1253147343,6136633.141156811,1556874420.16
590755.0566550154,6136636.479360828,1556874421.16
590754.9651086848,6136640.930299543,1556874423.16
590754.2398104701,6136645.368203393,1556874425.16
590752.8807622863,6136649.793072675,1556874426.16
590754.1482646895,6136649.819142167,1556874427.16
590753.4916271961,6136650.918842076,1556874429.16
590754.1024917824,6136652.044611567,1556874431.16
590754.056718864,6136654.27008097,1556874432.16
590754.0338324007,6136655.382815676,1556874433.16
590779.5764002359,6136800.624991384,1556874570.16
590778.3089410842,6136800.598914161,1556874571.16
590777.0414819286,6136800.572837302,1556874572.16
590775.774022769,6136800.546760808,1556874573.16
590774.5294563472,6136799.407949815,1556874574.16
590773.2619968602,6136799.381874044,1556874575.16
590771.9945373692,6136799.355798639,1556874576.16
590770.7270778742,6136799.3297235975,1556874577.16
590769.4596183754,6136799.303648921,1556874578.16
590768.1921588727,6136799.277574607,1556874579.16
590767.5584291198,6136799.264537588,1556874580.16
590766.2909696113,6136799.238463821,1556874581.16
590761.2440209197,6136798.021437496,1556874585.16
590760.6102909961,6136798.008401476,1556874586.16
590758.70910122,6136797.969293962,1556874587.16
590758.0753712925,6136797.956258306,1556874588.16
590741.0104314076,6136795.3788601095,1556874602.16
590737.2080497461,6136795.300662815,1556874605.16
590736.574319466,6136795.287630251,1556874606.16
590734.673128619,6136795.2485331055,1556874607.16
590734.0393983347,6136795.235500907,1556874608.16
590732.1382074761,6136795.196404854,1556874609.16
590731.504477188,6136795.183373018,1556874610.16
590730.2370166087,6136795.157309621,1556874611.16
590729.6032863177,6136795.144278059,1556874612.16
590721.3876717463,6136793.862141034,1556874618.16
590720.1202108159,6136793.836080546,1556874619.16
590718.8527498818,6136793.810020423,1556874620.16
590717.5852889437,6136793.783960663,1556874621.16
590716.2949499788,6136794.870636284,1556874622.16
590715.0274893529,6136794.844577257,1556874623.16
590714.3937590383,6136794.831547881,1556874624.16
590702.4053817034,6136761.188928544,1556874653.16
590702.4282559654,6136760.07619354,1556874654.16
590703.0848656745,6136758.976486149,1556874655.16
590703.1077400908,6136757.863751151,1556874656.16
590703.1306145046,6136756.751016152,1556874657.16
590703.1534889152,6136755.638281158,1556874658.16
590709.0468992846,6136715.6840471765,1556874690.16
590709.7492681905,6136712.358870929,1556874693.16
590709.7950196634,6136710.133401109,1556874694.16
590709.8178953957,6136709.020666201,1556874695.16
590709.8407711253,6136707.907931296,1556874696.16
590710.4973898057,6136706.808224993,1556874697.16
590710.5202656895,6136705.695490091,1556874698.16
590710.5431415704,6136704.582755193,1556874699.16
590710.5660174484,6136703.470020298,1556874700.16
590711.291265005,6136699.032109429,1556874703.16
590711.314141029,6136697.919374542,1556874704.16
590711.4971491211,6136689.017495507,1556874712.16
590711.5200251201,6136687.904760638,1556874713.16
590711.5429011161,6136686.792025767,1556874714.16
590712.222399249,6136684.579584852,1556874715.16
590712.2452753966,6136683.466849989,1556874716.16
590712.2681515414,6136682.3541151285,1556874717.16
590712.2910276835,6136681.241380268,1556874718.16
590712.9476506102,6136680.141674327,1556874719.16
590712.9705269065,6136679.028939472,1556874720.16
590713.0162794908,6136676.803469769,1556874721.16
590713.0849083462,6136673.4652652275,1556874724.16
590713.7415325312,6136672.3655594,1556874725.16
590713.7644089678,6136671.252824561,1556874726.16
590716.459540674,6136663.51579777,1556874733.16
590717.1161670673,6136662.416092439,1556874734.16
590717.7956711442,6136660.203652393,1556874735.16
590718.4522983263,6136659.103947259,1556874736.16
590718.4751758483,6136657.99121245,1556874737.16
590719.1318035035,6136656.891507416,1556874738.16
590723.7053271576,6136650.306309651,1556874744.16
590724.3390782446,6136650.319340161,1556874745.16
590751.6132598795,6136649.7670035465,1556874767.16
590752.2470110833,6136649.780038065,1556874768.16
590750.1697123367,6136627.473206696,1556874820.16
590751.4601067384,6136626.386540677,1556874822.16
590752.7733876809,6136624.187140365,1556874826.16
