6136578.61544,590539.40896
6136581.92764,590538.072943
6136581.92764,590538.072943
6136583.02737,590537.416351
6136580.7889,590536.828253
6136580.7889,590536.828253
6136584.1141,590536.125999
6136590.67348,590530.285179
6136578.47241,590532.437587
6136564.09787,590537.17072
6136558.5602,590538.552403
6136554.12227,590539.277493
6136545.2724,590541.995209
6136567.44908,590537.735989
6136571.86101,590535.743378
6136586.32657,590535.446577
6136579.84522,590545.089977
6136567.68316,590549.143718
6136537.65232,590550.394006
6136542.15528,590552.837734
6136542.15528,590552.837734
6136535.50488,590554.242278
6136533.29242,590554.921716
6136531.07995,590555.601155
6136528.86749,590556.280594
6136526.65503,590556.960034
6136526.65503,590556.960034
6136526.65503,590556.960034
6136526.65503,590556.960034
6136526.65503,590556.960034
6136526.65503,590556.960034
6136526.65503,590556.960034
6136526.65503,590556.960034
6136526.65503,590556.960034
6136526.65503,590556.960034
6136526.65503,590556.960034
6136526.65503,590556.960034
6136528.07994,590572.147641
6136528.10596,590573.415178
6136528.10596,590573.415178
6136528.10596,590573.415178
6136528.10596,590573.415178
6136528.10596,590573.415178
6136528.10596,590573.415178
6136528.10596,590573.415178
6136528.10596,590573.415178
6136528.41819,590588.62562
6136528.49626,590592.42823
6136527.44858,590595.619918
6136527.44858,590595.619918
6136527.44858,590595.619918
6136524.25351,590602.659914
6136524.55283,590617.236601
6136527.0256,590629.232504
6136528.30756,590637.44864
6136528.34662,590639.349946
6136528.41171,590642.518788
6136528.50284,590646.955167
6136527.57239,590655.850787
6136527.57239,590655.850787
6136527.57239,590655.850787
6136527.57239,590655.850787
6136527.57239,590655.850787
6136529.03671,590672.939674
6136529.11485,590676.742285
6136529.12787,590677.376053
6136529.1409,590678.009821
6136530.27968,590679.254492
6136530.27968,590679.254492
6136530.27968,590679.254492
6136532.85683,590696.320493
6136532.85683,590696.320493
6136532.85683,590696.320493
6136532.85683,590696.320493
6136532.85683,590696.320493
6136532.85683,590696.320493
6136532.85683,590696.320493
6136530.80071,590704.605222
6136534.25616,590710.240512
6136535.4601,590714.654011
6136535.47313,590715.287778
6136536.65101,590718.433739
6136537.81586,590720.945932
6136539.01981,590725.359424
6136537.93314,590726.649837
6136537.93314,590726.649837
6136537.93314,590726.649837
6136537.93314,590726.649837
6136537.93314,590726.649837
6136537.93314,590726.649837
6136537.93314,590726.649837
6136537.93314,590726.649837
6136537.93314,590726.649837
6136528.23129,590742.066193
6136528.54411,590757.27664
6136528.54411,590757.27664
6136529.95667,590771.830428
6136531.22586,590779.412757
6136531.22586,590779.412757
6136531.22586,590779.412757
6136531.22586,590779.412757
6136531.22586,590779.412757
6136537.27201,590802.747693
6136537.27201,590802.747693
6136537.27201,590802.747693
6136537.27201,590802.747693
6136539.54965,590805.236966
6136544.01363,590805.779139
6136544.01363,590805.779139
6136544.01363,590805.779139
6136544.01363,590805.779139
6136544.01363,590805.779139
6136544.01363,590805.779139
6136544.01363,590805.779139
6136544.01363,590805.779139
6136544.01363,590805.779139
6136544.01363,590805.779139
6136544.01363,590805.779139
6136560.71768,590806.069423
6136560.71768,590806.069423
6136566.26831,590805.321165
6136566.26831,590805.321165
6136566.26831,590805.321165
6136566.26831,590805.321165
6136566.26831,590805.321165
6136574.35745,590819.737403
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136576.609,590820.959122
6136629.58985,590798.945901
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
6136637.35291,590797.518112
